,country,year,value,short name,short_name
760,Bosnia and Herzegovina,1982,--,Bosnia and Herzegovina,Bosnia and Herzegovina
761,Bulgaria,1982,0.39767,Bulgaria,Bulgaria
762,Croatia,1982,--,Croatia,Croatia
763,Cyprus,1982,0,Cyprus,Cyprus
764,Czech Republic,1982,--,Czech Republic,Czech Republic
765,Denmark,1982,0.24534,Denmark,Denmark
766,Faroe Islands,1982,0,Faeroe Islands,Faeroe Islands
767,Finland,1982,0.1033,Finland,Finland
768,Former Czechoslovakia,1982,1.53483,Czech Republic,Czech Republic
769,Former Serbia and Montenegro,1982,--,Unknown,Unknown
770,Former Yugoslavia,1982,0.73953,Unknown,Unknown
771,France,1982,1.1757,France,France
772,Germany,1982,--,Germany,Germany
773,"Germany, East",1982,2.48323,Unknown,Unknown
774,"Germany, West",1982,2.99039,Unknown,Unknown
775,Gibraltar,1982,0,Gibraltar,Gibraltar
776,Greece,1982,0.17695,Greece,Greece
777,Hungary,1982,0.32699,Hungary,Hungary
778,Iceland,1982,0.00133,Iceland,Iceland
779,Ireland,1982,0.03529,Ireland,Ireland
780,Italy,1982,0.53174,Italy,Italy
781,Kosovo,1982,--,Kosovo,Kosovo
782,Luxembourg,1982,0.05151,Luxembourg,Luxembourg
783,Macedonia,1982,--,Macedonia,Macedonia
784,Malta,1982,0.00063,Malta,Malta
785,Montenegro,1982,--,Montenegro,Montenegro
786,Netherlands,1982,0.13947,Netherlands,Netherlands
787,Norway,1982,0.0357,Norway,Norway
788,Poland,1982,3.55109,Poland,Poland
789,Portugal,1982,0.0122,Portugal,Portugal
790,Romania,1982,0.52553,Romania,Romania
791,Serbia,1982,--,Serbia,Serbia
792,Slovakia,1982,--,Slovakia,Slovakia
793,Slovenia,1982,--,Slovenia,Slovenia
794,Spain,1982,0.77151,Spain,Spain
795,Sweden,1982,0.06229,Sweden,Sweden
796,Switzerland,1982,0.01705,Switzerland,Switzerland
797,Turkey,1982,0.28373,Turkey,Turkey
798,United Kingdom,1982,2.73246,United Kingdom,United Kingdom
799,Eurasia,1982,11.89173,Unknown,Unknown
800,Armenia,1982,--,Armenia,Armenia
801,Azerbaijan,1982,--,Azerbaijan,Azerbaijan
802,Belarus,1982,--,Belarus,Belarus
803,Estonia,1982,--,Estonia,Estonia
804,Former U.S.S.R.,1982,11.89173,Unknown,Unknown
805,Georgia,1982,--,Georgia,Georgia
806,Kazakhstan,1982,--,Kazakhstan,Kazakhstan
807,Kyrgyzstan,1982,--,Kyrgyz Republic,Kyrgyz Republic
808,Latvia,1982,--,Latvia,Latvia
809,Lithuania,1982,--,Lithuania,Lithuania
810,Moldova,1982,--,Moldova,Moldova
811,Russia,1982,--,Russia,Russia
812,Tajikistan,1982,--,Tajikistan,Tajikistan
813,Turkmenistan,1982,--,Turkmenistan,Turkmenistan
814,Ukraine,1982,--,Ukraine,Ukraine
815,Uzbekistan,1982,--,Uzbekistan,Uzbekistan
816,Middle East,1982,0.05907,Unknown,Unknown
817,Bahrain,1982,0,Bahrain,Bahrain
818,Iran,1982,0.03388,Iran,Iran
819,Iraq,1982,0.00003,Iraq,Iraq
820,Israel,1982,0.02481,Israel,Israel
821,Jordan,1982,0,Jordan,Jordan
822,Kuwait,1982,0,Kuwait,Kuwait
823,Lebanon,1982,0.00008,Lebanon,Lebanon
824,Oman,1982,0,Oman,Oman
825,Palestinian Territories,1982,--,Palestine,Palestine
826,Qatar,1982,0,Qatar,Qatar
827,Saudi Arabia,1982,0,Saudi Arabia,Saudi Arabia
828,Syria,1982,0.00027,Syria,Syria
829,United Arab Emirates,1982,0,United Arab Emirates,United Arab Emirates
830,Yemen,1982,0,Yemen,Yemen
831,Africa,1982,2.63634,Unknown,Unknown
832,Algeria,1982,0.02181,Algeria,Algeria
833,Angola,1982,0,Angola,Angola
834,Benin,1982,0,Benin,Benin
835,Botswana,1982,0.01004,Botswana,Botswana
836,Burkina Faso,1982,0,Burkina Faso,Burkina Faso
837,Burundi,1982,0,Burundi,Burundi
838,Cameroon,1982,0.00003,Cameroon,Cameroon
839,Cape Verde,1982,0,Cabo Verde,Cabo Verde
840,Central African Republic,1982,0,Central African Republic,Central African Republic
841,Chad,1982,0,Chad,Chad
842,Comoros,1982,0,Comoros,Comoros
843,Congo (Brazzaville),1982,0,Congo Republic,Congo Republic
844,Congo (Kinshasa),1982,0.0067,DR Congo,DR Congo
845,Cote dIvoire (IvoryCoast),1982,0,Cote d'Ivoire,Cote d'Ivoire
846,Djibouti,1982,0,Djibouti,Djibouti
847,Egypt,1982,0.03998,Egypt,Egypt
848,Equatorial Guinea,1982,0,Equatorial Guinea,Equatorial Guinea
849,Eritrea,1982,--,Eritrea,Eritrea
850,Ethiopia,1982,0,Ethiopia,Ethiopia
851,Gabon,1982,0,Gabon,Gabon
852,"Gambia, The",1982,0,Gambia,Gambia
853,Ghana,1982,0.00005,Ghana,Ghana
854,Guinea,1982,0,Guinea,Guinea
855,Guinea-Bissau,1982,0,Guinea-Bissau,Guinea-Bissau
856,Kenya,1982,0.00134,Kenya,Kenya
857,Lesotho,1982,0,Lesotho,Lesotho
858,Liberia,1982,0,Liberia,Liberia
859,Libya,1982,0.00003,Libya,Libya
860,Madagascar,1982,0.00032,Madagascar,Madagascar
861,Malawi,1982,0.00161,Malawi,Malawi
862,Mali,1982,0,Mali,Mali
863,Mauritania,1982,0.00019,Mauritania,Mauritania
864,Mauritius,1982,0.00003,Mauritius,Mauritius
865,Morocco,1982,0.04201,Morocco,Morocco
866,Mozambique,1982,0.0067,Mozambique,Mozambique
867,Namibia,1982,--,Namibia,Namibia
868,Niger,1982,0.00125,Niger,Niger
869,Nigeria,1982,0.00164,Nigeria,Nigeria
870,Reunion,1982,0,Reunion,Reunion
871,Rwanda,1982,0,Rwanda,Rwanda
872,Saint Helena,1982,0,St. Helena,St. Helena
873,Sao Tome and Principe,1982,0,Sao Tome and Principe,Sao Tome and Principe
874,Senegal,1982,0,Senegal,Senegal
875,Seychelles,1982,0,Seychelles,Seychelles
876,Sierra Leone,1982,0,Sierra Leone,Sierra Leone
877,Somalia,1982,0,Somalia,Somalia
878,South Africa,1982,2.41421,South Africa,South Africa
879,Sudan and South Sudan,1982,0,South Sudan,South Sudan
880,Swaziland,1982,0.00423,Eswatini,Eswatini
881,Tanzania,1982,0.00005,Tanzania,Tanzania
882,Togo,1982,0,Togo,Togo
883,Tunisia,1982,0.00193,Tunisia,Tunisia
884,Uganda,1982,0,Uganda,Uganda
885,Western Sahara,1982,0,Western Sahara,Western Sahara
886,Zambia,1982,0.01563,Zambia,Zambia
887,Zimbabwe,1982,0.06656,Zimbabwe,Zimbabwe
888,Asia & Oceania,1982,21.43582,Unknown,Unknown
889,Afghanistan,1982,0.00352,Afghanistan,Afghanistan
890,American Samoa,1982,0,American Samoa,American Samoa
891,Australia,1982,1.06722,Australia,Australia
892,Bangladesh,1982,0.00837,Bangladesh,Bangladesh
893,Bhutan,1982,0.00003,Bhutan,Bhutan
894,Brunei,1982,0,Brunei Darussalam,Brunei Darussalam
895,Burma (Myanmar),1982,0.00274,Myanmar,Myanmar
896,Cambodia,1982,0,Cambodia,Cambodia
897,China,1982,13.16449,China,China
898,Cook Islands,1982,0,Cook Islands,Cook Islands
899,Fiji,1982,0.00052,Fiji,Fiji
900,French Polynesia,1982,0,French Polynesia,French Polynesia
901,Guam,1982,0,Guam,Guam
902,Hawaiian Trade Zone,1982,0,Unknown,Unknown
903,Hong Kong,1982,0.04025,Hong Kong,Hong Kong
904,India,1982,2.55168,India,India
905,Indonesia,1982,0.01552,Indonesia,Indonesia
906,Japan,1982,2.22885,Japan,Japan
907,Kiribati,1982,0,Kiribati,Kiribati
908,"Korea, North",1982,1.21841,North Korea,North Korea
909,"Korea, South",1982,0.62231,South Korea,South Korea
910,Laos,1982,0,Laos,Laos
911,Macau,1982,0.00003,Macau,Macau
912,Malaysia,1982,0.00344,Malaysia,Malaysia
913,Maldives,1982,0,Maldives,Maldives
914,Mongolia,1982,0.05832,Mongolia,Mongolia
915,Nauru,1982,0,Nauru,Nauru
916,Nepal,1982,0.00116,Nepal,Nepal
917,New Caledonia,1982,0.00147,New Caledonia,New Caledonia
918,New Zealand,1982,0.05565,New Zealand,New Zealand
919,Niue,1982,0,Niue,Niue
920,Pakistan,1982,0.05539,Pakistan,Pakistan
921,Papua New Guinea,1982,0,Papua New Guinea,Papua New Guinea
922,Philippines,1982,0.02068,Philippines,Philippines
923,Samoa,1982,0,Samoa,Samoa
924,Singapore,1982,0.00007,Singapore,Singapore
925,Solomon Islands,1982,0,Solomon Islands,Solomon Islands
926,Sri Lanka,1982,0.00083,Sri Lanka,Sri Lanka
927,Taiwan,1982,0.15324,Taiwan,Taiwan
928,Thailand,1982,0.02718,Thailand,Thailand
929,Timor-Leste (East Timor),1982,--,Timor-Leste,Timor-Leste
930,Tonga,1982,0,Tonga,Tonga
931,U.S. Pacific Islands,1982,0,Unknown,Unknown
932,Vanuatu,1982,0,Vanuatu,Vanuatu
933,Vietnam,1982,0.13445,Vietnam,Vietnam
934,Wake Island,1982,0,Unknown,Unknown
935,World,1982,72.50415,Unknown,Unknown
937,North America,1983,17.1397,Unknown,Unknown
938,Bermuda,1983,0,Bermuda,Bermuda
939,Canada,1983,1.11653,Canada,Canada
940,Greenland,1983,0.00003,Greenland,Greenland
941,Mexico,1983,0.12869,Mexico,Mexico
942,Saint Pierre and Miquelon,1983,0,St. Pierre and Miquelon,St. Pierre and Miquelon
943,United States,1983,15.89444,United States,United States
944,Central & South America,1983,0.46662,Unknown,Unknown
945,Antarctica,1983,0,Antarctica,Antarctica
946,Antigua and Barbuda,1983,0,Antigua and Barbuda,Antigua and Barbuda
947,Argentina,1983,0.02476,Argentina,Argentina
948,Aruba,1983,--,Aruba,Aruba
949,"Bahamas, The",1983,0,Bahamas,Bahamas
950,Barbados,1983,0,Barbados,Barbados
951,Belize,1983,0,Belize,Belize
952,Bolivia,1983,0.00003,Bolivia,Bolivia
953,Brazil,1983,0.2531,Brazil,Brazil
954,Cayman Islands,1983,0,Cayman Islands,Cayman Islands
955,Chile,1983,0.04457,Chile,Chile
956,Colombia,1983,0.12175,Colombia,Colombia
957,Costa Rica,1983,0.00003,Costa Rica,Costa Rica
958,Cuba,1983,0.00447,Cuba,Cuba
959,Dominica,1983,0,Dominica,Dominica
960,Dominican Republic,1983,0.00019,Dominican Republic,Dominican Republic
961,Ecuador,1983,0,Ecuador,Ecuador
962,El Salvador,1983,0,El Salvador,El Salvador
963,Falkland Islands (Islas Malvinas),1983,0,Falkland Islands,Falkland Islands
964,French Guiana,1983,0,French Guiana,French Guiana
965,Grenada,1983,0,Grenada,Grenada
966,Guadeloupe,1983,0,Guadeloupe,Guadeloupe
967,Guatemala,1983,0.00008,Guatemala,Guatemala
968,Guyana,1983,0,Guyana,Guyana
969,Haiti,1983,0.00165,Haiti,Haiti
970,Honduras,1983,0,Honduras,Honduras
971,Jamaica,1983,0,Jamaica,Jamaica
972,Martinique,1983,0,Martinique,Martinique
973,Montserrat,1983,0,Montserrat,Montserrat
974,Netherlands Antilles,1983,0,Unknown,Unknown
975,Nicaragua,1983,0,Nicaragua,Nicaragua
976,Panama,1983,0.00008,Panama,Panama
977,Paraguay,1983,0,Paraguay,Paraguay
978,Peru,1983,0.00563,Peru,Peru
979,Puerto Rico,1983,0.00452,Puerto Rico,Puerto Rico
980,Saint Kitts and Nevis,1983,0,St. Kitts and Nevis,St. Kitts and Nevis
981,Saint Lucia,1983,0,St. Lucia,St. Lucia
982,Saint Vincent/Grenadines,1983,0,St. Vincent and the Grenadines,St. Vincent and the Grenadines
983,Suriname,1983,0.00003,Suriname,Suriname
984,Trinidad and Tobago,1983,0,Trinidad and Tobago,Trinidad and Tobago
985,Turks and Caicos Islands,1983,0,Turks and Caicos Islands,Turks and Caicos Islands
986,Uruguay,1983,0.00005,Uruguay,Uruguay
987,Venezuela,1983,0.00567,Venezuela,Venezuela
988,"Virgin Islands,  U.S.",1983,0,United States Virgin Islands,United States Virgin Islands
989,"Virgin Islands, British",1983,0,British Virgin Islands,British Virgin Islands
990,Europe,1983,19.7519,Unknown,Unknown
991,Albania,1983,0.02323,Albania,Albania
992,Austria,1983,0.13042,Austria,Austria
993,Belgium,1983,0.39572,Belgium,Belgium
994,Bosnia and Herzegovina,1983,--,Bosnia and Herzegovina,Bosnia and Herzegovina
995,Bulgaria,1983,0.39725,Bulgaria,Bulgaria
996,Croatia,1983,--,Croatia,Croatia
997,Cyprus,1983,0,Cyprus,Cyprus
998,Czech Republic,1983,--,Czech Republic,Czech Republic
999,Denmark,1983,0.22112,Denmark,Denmark
1000,Faroe Islands,1983,0,Faeroe Islands,Faeroe Islands
1001,Finland,1983,0.10713,Finland,Finland
1002,Former Czechoslovakia,1983,1.56581,Czech Republic,Czech Republic
1003,Former Serbia and Montenegro,1983,--,Unknown,Unknown
1004,Former Yugoslavia,1983,0.82533,Unknown,Unknown
1005,France,1983,1.06886,France,France
1006,Germany,1983,--,Germany,Germany
1007,"Germany, East",1983,2.48535,Unknown,Unknown
1008,"Germany, West",1983,3.02765,Unknown,Unknown
1009,Gibraltar,1983,0,Gibraltar,Gibraltar
1010,Greece,1983,0.22205,Greece,Greece
1011,Hungary,1983,0.31216,Hungary,Hungary
1012,Iceland,1983,0.00191,Iceland,Iceland
1013,Ireland,1983,0.04018,Ireland,Ireland
1014,Italy,1983,0.46981,Italy,Italy
1015,Kosovo,1983,--,Kosovo,Kosovo
1016,Luxembourg,1983,0.04803,Luxembourg,Luxembourg
1017,Macedonia,1983,--,Macedonia,Macedonia
1018,Malta,1983,0.00138,Malta,Malta
1019,Montenegro,1983,--,Montenegro,Montenegro
1020,Netherlands,1983,0.20279,Netherlands,Netherlands
1021,Norway,1983,0.03611,Norway,Norway
1022,Poland,1983,3.54606,Poland,Poland
1023,Portugal,1983,0.01684,Portugal,Portugal
1024,Romania,1983,0.61367,Romania,Romania
1025,Serbia,1983,--,Serbia,Serbia
1026,Slovakia,1983,--,Slovakia,Slovakia
1027,Slovenia,1983,--,Slovenia,Slovenia
1028,Spain,1983,0.80637,Spain,Spain
1029,Sweden,1983,0.07905,Sweden,Sweden
1030,Switzerland,1983,0.01484,Switzerland,Switzerland
1031,Turkey,1983,0.31624,Turkey,Turkey
1032,United Kingdom,1983,2.77655,United Kingdom,United Kingdom
1033,Eurasia,1983,11.84896,Unknown,Unknown
1034,Armenia,1983,--,Armenia,Armenia
1035,Azerbaijan,1983,--,Azerbaijan,Azerbaijan
1036,Belarus,1983,--,Belarus,Belarus
1037,Estonia,1983,--,Estonia,Estonia
1038,Former U.S.S.R.,1983,11.84896,Unknown,Unknown
1039,Georgia,1983,--,Georgia,Georgia
1040,Kazakhstan,1983,--,Kazakhstan,Kazakhstan
1041,Kyrgyzstan,1983,--,Kyrgyz Republic,Kyrgyz Republic
1042,Latvia,1983,--,Latvia,Latvia
1043,Lithuania,1983,--,Lithuania,Lithuania
1044,Moldova,1983,--,Moldova,Moldova
1045,Russia,1983,--,Russia,Russia
1046,Tajikistan,1983,--,Tajikistan,Tajikistan
1047,Turkmenistan,1983,--,Turkmenistan,Turkmenistan
1048,Ukraine,1983,--,Ukraine,Ukraine
1049,Uzbekistan,1983,--,Uzbekistan,Uzbekistan
1050,Middle East,1983,0.07748,Unknown,Unknown
1051,Bahrain,1983,0,Bahrain,Bahrain
1052,Iran,1983,0.03107,Iran,Iran
1053,Iraq,1983,0.00003,Iraq,Iraq
1054,Israel,1983,0.04616,Israel,Israel
1055,Jordan,1983,0,Jordan,Jordan
1056,Kuwait,1983,0,Kuwait,Kuwait
1057,Lebanon,1983,0,Lebanon,Lebanon
1058,Oman,1983,0,Oman,Oman
1059,Palestinian Territories,1983,--,Palestine,Palestine
1060,Qatar,1983,0,Qatar,Qatar
1061,Saudi Arabia,1983,0,Saudi Arabia,Saudi Arabia
1062,Syria,1983,0.00022,Syria,Syria
1063,United Arab Emirates,1983,0,United Arab Emirates,United Arab Emirates
1064,Yemen,1983,0,Yemen,Yemen
1065,Africa,1983,2.69549,Unknown,Unknown
1066,Algeria,1983,0.03244,Algeria,Algeria
1067,Angola,1983,0,Angola,Angola
1068,Benin,1983,0,Benin,Benin
1069,Botswana,1983,0.00941,Botswana,Botswana
1070,Burkina Faso,1983,0,Burkina Faso,Burkina Faso
1071,Burundi,1983,0,Burundi,Burundi
1072,Cameroon,1983,0.00003,Cameroon,Cameroon
1073,Cape Verde,1983,0,Cabo Verde,Cabo Verde
1074,Central African Republic,1983,0,Central African Republic,Central African Republic
1075,Chad,1983,0,Chad,Chad
1076,Comoros,1983,0,Comoros,Comoros
1077,Congo (Brazzaville),1983,0,Congo Republic,Congo Republic
1078,Congo (Kinshasa),1983,0.00644,DR Congo,DR Congo
1079,Cote dIvoire (IvoryCoast),1983,0,Cote d'Ivoire,Cote d'Ivoire
1080,Djibouti,1983,0,Djibouti,Djibouti
1081,Egypt,1983,0.02818,Egypt,Egypt
1082,Equatorial Guinea,1983,0,Equatorial Guinea,Equatorial Guinea
1083,Eritrea,1983,--,Eritrea,Eritrea
1084,Ethiopia,1983,0,Ethiopia,Ethiopia
1085,Gabon,1983,0,Gabon,Gabon
1086,"Gambia, The",1983,0,Gambia,Gambia
1087,Ghana,1983,0.00005,Ghana,Ghana
1088,Guinea,1983,0,Guinea,Guinea
1089,Guinea-Bissau,1983,0,Guinea-Bissau,Guinea-Bissau
1090,Kenya,1983,0.00094,Kenya,Kenya
1091,Lesotho,1983,0,Lesotho,Lesotho
1092,Liberia,1983,0,Liberia,Liberia
1093,Libya,1983,0.00003,Libya,Libya
1094,Madagascar,1983,0.00029,Madagascar,Madagascar
1095,Malawi,1983,0.00116,Malawi,Malawi
1096,Mali,1983,0,Mali,Mali
1097,Mauritania,1983,0.00019,Mauritania,Mauritania
1098,Mauritius,1983,0.00037,Mauritius,Mauritius
1099,Morocco,1983,0.04738,Morocco,Morocco
1100,Mozambique,1983,0.00503,Mozambique,Mozambique
1101,Namibia,1983,--,Namibia,Namibia
1102,Niger,1983,0.00361,Niger,Niger
1103,Nigeria,1983,0.00156,Nigeria,Nigeria
1104,Reunion,1983,0,Reunion,Reunion
1105,Rwanda,1983,0,Rwanda,Rwanda
1106,Saint Helena,1983,0,St. Helena,St. Helena
1107,Sao Tome and Principe,1983,0,Sao Tome and Principe,Sao Tome and Principe
1108,Senegal,1983,0,Senegal,Senegal
1109,Seychelles,1983,0,Seychelles,Seychelles
1110,Sierra Leone,1983,0,Sierra Leone,Sierra Leone
1111,Somalia,1983,0,Somalia,Somalia
1112,South Africa,1983,2.47624,South Africa,South Africa
1113,Sudan and South Sudan,1983,0,South Sudan,South Sudan
1114,Swaziland,1983,0.00263,Eswatini,Eswatini
1115,Tanzania,1983,0.00011,Tanzania,Tanzania
1116,Togo,1983,0,Togo,Togo
1117,Tunisia,1983,0.00281,Tunisia,Tunisia
1118,Uganda,1983,0,Uganda,Uganda
1119,Western Sahara,1983,0,Western Sahara,Western Sahara
1120,Zambia,1983,0.01171,Zambia,Zambia
1121,Zimbabwe,1983,0.06489,Zimbabwe,Zimbabwe
1122,Asia & Oceania,1983,22.57815,Unknown,Unknown
1123,Afghanistan,1983,0.00352,Afghanistan,Afghanistan
1124,American Samoa,1983,0,American Samoa,American Samoa
1125,Australia,1983,1.18805,Australia,Australia
1126,Bangladesh,1983,0.00456,Bangladesh,Bangladesh
1127,Bhutan,1983,0.00003,Bhutan,Bhutan
1128,Brunei,1983,0,Brunei Darussalam,Brunei Darussalam
1129,Burma (Myanmar),1983,0.00241,Myanmar,Myanmar
1130,Cambodia,1983,0,Cambodia,Cambodia
1131,China,1983,13.91882,China,China
1132,Cook Islands,1983,0,Cook Islands,Cook Islands
1133,Fiji,1983,0.00041,Fiji,Fiji
1134,French Polynesia,1983,0,French Polynesia,French Polynesia
1135,Guam,1983,0,Guam,Guam
1136,Hawaiian Trade Zone,1983,0,Unknown,Unknown
1137,Hong Kong,1983,0.08716,Hong Kong,Hong Kong
1138,India,1983,2.68204,India,India
1139,Indonesia,1983,0.01711,Indonesia,Indonesia
1140,Japan,1983,2.12964,Japan,Japan
1141,Kiribati,1983,0,Kiribati,Kiribati
1142,"Korea, North",1983,1.26965,North Korea,North Korea
1143,"Korea, South",1983,0.68458,South Korea,South Korea
1144,Laos,1983,0.00001,Laos,Laos
1145,Macau,1983,0.00003,Macau,Macau
1146,Malaysia,1983,0.00911,Malaysia,Malaysia
1147,Maldives,1983,0,Maldives,Maldives
1148,Mongolia,1983,0.06132,Mongolia,Mongolia
1149,Nauru,1983,0,Nauru,Nauru
1150,Nepal,1983,0.00119,Nepal,Nepal
1151,New Caledonia,1983,0.0022,New Caledonia,New Caledonia
1152,New Zealand,1983,0.0609,New Zealand,New Zealand
1153,Niue,1983,0,Niue,Niue
1154,Pakistan,1983,0.04912,Pakistan,Pakistan
1155,Papua New Guinea,1983,0,Papua New Guinea,Papua New Guinea
1156,Philippines,1983,0.02928,Philippines,Philippines
1157,Samoa,1983,0,Samoa,Samoa
1158,Singapore,1983,0.00013,Singapore,Singapore
1159,Solomon Islands,1983,0,Solomon Islands,Solomon Islands
1160,Sri Lanka,1983,0.00106,Sri Lanka,Sri Lanka
1161,Taiwan,1983,0.21511,Taiwan,Taiwan
1162,Thailand,1983,0.02541,Thailand,Thailand
1163,Timor-Leste (East Timor),1983,--,Timor-Leste,Timor-Leste
1164,Tonga,1983,0,Tonga,Tonga
1165,U.S. Pacific Islands,1983,0,Unknown,Unknown
1166,Vanuatu,1983,0,Vanuatu,Vanuatu
1167,Vietnam,1983,0.13531,Vietnam,Vietnam
1168,Wake Island,1983,0,Unknown,Unknown
1169,World,1983,74.5583,Unknown,Unknown
1171,North America,1984,18.43818,Unknown,Unknown
1172,Bermuda,1984,0,Bermuda,Bermuda
1173,Canada,1984,1.23682,Canada,Canada
1174,Greenland,1984,0.00003,Greenland,Greenland
1175,Mexico,1984,0.13071,Mexico,Mexico
1176,Saint Pierre and Miquelon,1984,0,St. Pierre and Miquelon,St. Pierre and Miquelon
1177,United States,1984,17.07062,United States,United States
1178,Central & South America,1984,0.52448,Unknown,Unknown
1179,Antarctica,1984,0,Antarctica,Antarctica
1180,Antigua and Barbuda,1984,0,Antigua and Barbuda,Antigua and Barbuda
1181,Argentina,1984,0.02005,Argentina,Argentina
1182,Aruba,1984,--,Aruba,Aruba
1183,"Bahamas, The",1984,0,Bahamas,Bahamas
1184,Barbados,1984,0,Barbados,Barbados
1185,Belize,1984,0,Belize,Belize
1186,Bolivia,1984,0,Bolivia,Bolivia
1187,Brazil,1984,0.31179,Brazil,Brazil
1188,Cayman Islands,1984,0,Cayman Islands,Cayman Islands
1189,Chile,1984,0.05206,Chile,Chile
1190,Colombia,1984,0.11983,Colombia,Colombia
1191,Costa Rica,1984,0.00003,Costa Rica,Costa Rica
1192,Cuba,1984,0.00472,Cuba,Cuba
1193,Dominica,1984,0,Dominica,Dominica
1194,Dominican Republic,1984,0.00036,Dominican Republic,Dominican Republic
1195,Ecuador,1984,0,Ecuador,Ecuador
1196,El Salvador,1984,0,El Salvador,El Salvador
1197,Falkland Islands (Islas Malvinas),1984,0,Falkland Islands,Falkland Islands
1198,French Guiana,1984,0,French Guiana,French Guiana
1199,Grenada,1984,0,Grenada,Grenada
1200,Guadeloupe,1984,0,Guadeloupe,Guadeloupe
1201,Guatemala,1984,0,Guatemala,Guatemala
1202,Guyana,1984,0,Guyana,Guyana
1203,Haiti,1984,0.00175,Haiti,Haiti
1204,Honduras,1984,0,Honduras,Honduras
1205,Jamaica,1984,0,Jamaica,Jamaica
1206,Martinique,1984,0,Martinique,Martinique
1207,Montserrat,1984,0,Montserrat,Montserrat
1208,Netherlands Antilles,1984,0,Unknown,Unknown
1209,Nicaragua,1984,0,Nicaragua,Nicaragua
1210,Panama,1984,0.00024,Panama,Panama
1211,Paraguay,1984,0,Paraguay,Paraguay
1212,Peru,1984,0.00515,Peru,Peru
1213,Puerto Rico,1984,0.00265,Puerto Rico,Puerto Rico
1214,Saint Kitts and Nevis,1984,0,St. Kitts and Nevis,St. Kitts and Nevis
1215,Saint Lucia,1984,0,St. Lucia,St. Lucia
1216,Saint Vincent/Grenadines,1984,0,St. Vincent and the Grenadines,St. Vincent and the Grenadines
1217,Suriname,1984,0.00003,Suriname,Suriname
1218,Trinidad and Tobago,1984,0,Trinidad and Tobago,Trinidad and Tobago
1219,Turks and Caicos Islands,1984,0,Turks and Caicos Islands,Turks and Caicos Islands
1220,Uruguay,1984,0.00005,Uruguay,Uruguay
1221,Venezuela,1984,0.00578,Venezuela,Venezuela
1222,"Virgin Islands,  U.S.",1984,0,United States Virgin Islands,United States Virgin Islands
1223,"Virgin Islands, British",1984,0,British Virgin Islands,British Virgin Islands
1224,Europe,1984,19.92705,Unknown,Unknown
1225,Albania,1984,0.02553,Albania,Albania
1226,Austria,1984,0.15131,Austria,Austria
1227,Belgium,1984,0.45782,Belgium,Belgium
1228,Bosnia and Herzegovina,1984,--,Bosnia and Herzegovina,Bosnia and Herzegovina
1229,Bulgaria,1984,0.40802,Bulgaria,Bulgaria
1230,Croatia,1984,--,Croatia,Croatia
1231,Cyprus,1984,0.00099,Cyprus,Cyprus
1232,Czech Republic,1984,--,Czech Republic,Czech Republic
1233,Denmark,1984,0.23653,Denmark,Denmark
1234,Faroe Islands,1984,0,Faeroe Islands,Faeroe Islands
1235,Finland,1984,0.1225,Finland,Finland
1236,Former Czechoslovakia,1984,1.62626,Czech Republic,Czech Republic
1237,Former Serbia and Montenegro,1984,--,Unknown,Unknown
1238,Former Yugoslavia,1984,0.92056,Unknown,Unknown
1239,France,1984,1.01083,France,France
1240,Germany,1984,--,Germany,Germany
